-6.57E-01,7.91E-01,0
2.12E+00,-6.25E-04,1
-9.02E-01,7.40E-01,0
5.22E-01,2.31E-01,0
-1.27E-01,3.61E-02,1
1.84E+00,5.87E-01,1
1.86E+00,2.99E-01,1
1.84E+00,2.32E-01,1
7.89E-01,-5.62E-01,1
2.05E-01,1.18E-01,1
9.87E-01,1.93E-01,0
6.96E-01,4.55E-01,0
-3.47E-01,9.47E-01,0
1.59E+00,-4.14E-01,1
1.74E+00,-1.98E-02,1
7.93E-01,-3.21E-01,1
8.81E-01,2.60E-01,0
1.74E-01,7.47E-01,0
-5.63E-01,6.71E-01,0
3.07E-01,-2.63E-01,1
8.00E-01,5.69E-01,0
4.45E-01,1.12E-01,1
6.97E-01,5.21E-01,0
6.62E-01,3.26E-01,0
1.52E+00,-4.79E-01,1
1.57E+00,1.34E-02,1
7.01E-01,-5.47E-01,1
-2.47E-01,6.80E-02,1
1.33E+00,-2.97E-02,1
2.71E-01,-2.60E-01,1
2.14E-01,8.43E-01,0
-1.01E+00,-4.40E-01,0
1.87E-01,3.10E-02,1
-2.57E-02,6.79E-01,1
1.60E+00,-2.01E-01,1
1.21E+00,3.94E-01,0
3.08E-01,-1.98E-01,1
-1.84E-01,5.60E-01,0
1.67E-01,5.88E-01,0
-1.12E-01,-1.15E-01,1
-8.69E-01,7.62E-01,0
9.94E-01,-1.91E-01,1
6.53E-01,9.96E-02,1
-9.57E-01,9.41E-01,0
-5.03E-03,9.45E-01,0
1.76E-02,1.04E+00,0
-1.06E+00,3.10E-01,0
9.03E-01,2.42E-01,0
6.08E-01,-3.08E-01,1
2.24E+00,-1.80E-01,1
6.53E-01,1.01E+00,0
5.07E-01,8.68E-01,0
-1.97E-02,6.14E-02,1
1.31E+00,-1.50E-01,0
1.68E+00,-3.62E-01,1
2.81E-01,-8.93E-02,1
1.22E+00,-6.14E-01,1
1.04E+00,-5.85E-01,1
2.56E-01,-3.67E-02,1
-9.13E-01,4.13E-01,0
-1.18E-01,5.36E-01,1
-3.93E-02,3.57E-01,1
5.26E-01,-3.78E-01,1
-5.97E-01,7.78E-01,0
1.27E+00,-5.81E-01,1
1.87E+00,9.72E-02,1
3.54E-01,7.01E-01,0
2.12E+00,1.30E-02,1
2.00E+00,-7.27E-02,1
-2.14E-01,-1.34E-02,1
-2.91E-01,9.45E-01,0
-1.07E+00,1.15E+00,0
-1.13E-01,7.03E-01,0
2.06E+00,-9.13E-02,1
8.61E-01,1.76E-01,0
8.24E-01,-2.52E-01,1
-5.34E-02,1.04E-01,1
-1.08E+00,-3.77E-02,0
1.51E+00,7.49E-01,1
3.69E-01,-4.40E-01,1
-8.10E-02,1.42E+00,0
2.92E-01,1.29E+00,0
-2.63E-02,-5.39E-02,1
-7.40E-01,6.63E-01,0
8.41E-01,2.43E-01,0
8.88E-01,3.65E-01,0
3.88E-01,1.01E+00,0
1.27E+00,-6.83E-01,1
1.68E+00,-2.49E-02,1
1.06E+00,1.68E-01,0
8.68E-01,8.47E-01,0
9.05E-01,-6.51E-01,1
-1.44E-01,1.02E+00,0
-6.93E-01,6.23E-01,0
3.11E-01,2.37E-01,1
1.12E+00,6.89E-01,0
-2.42E-01,7.74E-01,0
-4.79E-01,4.64E-02,0
1.22E+00,-5.40E-01,1
1.83E+00,4.81E-01,1
5.09E-02,1.06E+00,0
-5.00E-02,1.29E+00,0
-2.48E-01,1.16E+00,0
1.57E+00,-1.04E-01,1
7.17E-01,-5.64E-01,1
3.77E-01,1.20E+00,0
2.24E+00,3.02E-01,1
3.12E-01,8.14E-01,0
-3.11E-01,8.39E-01,0
1.03E+00,4.70E-01,0
-1.50E-02,-1.66E-01,1
7.18E-01,7.62E-01,0
1.65E+00,-4.00E-01,1
-1.30E-02,1.10E+00,0
6.22E-01,-9.14E-01,1
1.89E+00,-7.24E-02,1
8.02E-01,5.12E-01,0
8.83E-01,-1.94E-01,1
-5.75E-01,1.03E+00,0
-1.41E+00,4.01E-01,0
-1.12E+00,4.38E-01,0
1.73E+00,-8.19E-01,1
2.14E+00,3.19E-01,1
-1.76E-01,1.29E+00,0
1.42E+00,6.79E-02,1
-8.56E-02,-8.04E-02,1
-1.07E+00,9.24E-01,0
1.61E+00,4.73E-02,1
6.22E-01,7.05E-01,0
7.68E-01,-2.61E-01,1
-1.30E+00,6.34E-03,0
-7.85E-01,9.63E-01,0
2.23E+00,6.64E-01,1
1.37E+00,-6.32E-01,1
-9.05E-01,6.21E-01,0
1.14E+00,-5.54E-01,1
1.18E-01,6.44E-01,0
7.77E-01,-2.50E-01,0
3.00E-01,8.94E-01,0
2.13E+00,4.31E-01,1
9.85E-01,-4.40E-01,1
1.79E+00,1.84E-02,1
1.76E-01,5.44E-01,1
-4.77E-01,8.30E-01,0
3.33E-01,1.97E-01,1
5.79E-01,6.42E-01,0
-7.73E-01,3.44E-01,0
1.61E-01,6.89E-01,0
-9.65E-01,2.58E-01,0
-1.31E+00,-1.39E-01,0
-8.41E-01,6.95E-01,0
8.95E-01,-8.05E-02,1
7.13E-01,-3.22E-01,1
-9.51E-01,2.05E-01,0
4.98E-02,7.66E-02,1
1.09E+00,-5.67E-01,1
6.69E-01,-5.43E-01,1
1.88E+00,4.39E-01,1
8.96E-01,2.34E-01,0
1.36E+00,-5.39E-01,1
2.21E+00,3.32E-01,1
9.12E-01,-5.21E-01,1
1.89E-01,9.77E-01,0
1.43E-01,7.93E-01,0
1.76E-01,8.00E-02,1
-5.43E-01,8.48E-01,0
1.87E+00,3.99E-01,1
1.22E+00,2.31E-01,0
-8.62E-01,2.43E-01,0
6.38E-01,-2.72E-01,1
-6.33E-01,8.64E-01,0
2.76E-01,6.94E-01,0
9.58E-01,5.95E-01,0
1.06E+00,2.76E-01,0
7.26E-01,-3.44E-01,1
1.26E+00,-6.25E-01,1
7.32E-01,4.19E-02,1
-9.92E-01,4.30E-01,0
1.92E+00,3.88E-01,1
-1.03E+00,3.33E-01,0
1.07E+00,-3.73E-01,1
2.40E-01,1.34E+00,0
-1.16E+00,3.04E-01,0
4.15E-01,7.30E-01,0
-8.94E-01,-8.35E-02,0
2.07E+00,5.15E-01,1
8.13E-02,4.63E-02,1
-3.28E-01,1.04E+00,0
-6.30E-01,6.01E-01,0
-5.68E-01,4.23E-01,0
3.80E-01,-3.62E-01,1
9.50E-01,1.87E-01,0
4.87E-01,-1.71E-01,1
4.82E-02,-7.32E-02,1
4.13E-01,2.57E-01,1
3.09E-01,-4.68E-01,1
1.02E-01,1.05E+00,0
-2.04E-03,1.47E+00,0
-1.22E-01,6.22E-01,1
7.19E-01,3.60E-01,0
